ortholog/paralog1,paralog2,ortholog,score
K7JDI0,no,A0A088AW47,606.0
K7JDI1,no,A0A088AW50,142.0
K7JDI2,no,A0A088A6V1,247.0
K7JDI7,no,A0A088AAJ3,512.5
K7JDI8,no,A0A087ZPT7,885.5
K7JDN6,no,A0A087ZRW8,127.0
K7JDN8,no,A0A087ZXI3,101.5
K7JDP2,no,A0A088AQB5,296.0
K7JDP3,no,A0A088AJK0,317.5
K7JDP4,no,A0A088AVQ2,102.0
K7JDP5,no,A0A088AR19,97.9
K7JDP8,no,A0A088AQ93,224.5
K7JDQ5,no,A0A087ZQ95,45.8
K7JDR0,no,A0A088ANP5,1017.0
K7JDR4,no,A0A087ZPX9,74.1
K7JE06,no,A0A088AN28,1047.0
K7JE28,no,A0A088AN21,271.0
K7JE37,no,A0A088ATQ0,209.0
K7JE39,no,A0A088AV38,37.75
K7JE42,no,A0A087ZUB1,302.5
K7JE77,no,A0A088AAG3,831.5
K7JE78,no,A0A088AAU9,649.5
K7JE83,no,A0A088AL93,160.0
K7JED0,no,A0A088A707,180.5
K7JED2,no,A0A088A361,397.5
K7JED7,no,A0A088ASU3,993.0
K7JEG2,no,A0A088AKU0,308.0
K7JEG3,no,A0A088AKU1,127.0
K7JEG4,no,A0A088AKU2,268.0
K7JEG5,no,A0A088A2C7,178.0
K7JEI1,no,A0A088AKT2,137.0
K7JEL6,no,A0A088AEN5,387.5
K7JEL7,no,A0A088AN84,854.5
K7JEL8,no,A0A088ANG5,300.0
K7JEM2,no,A0A087ZV98,209.0
K7JEM3,no,A0A088AQJ6,93.6
K7JEM4,no,A0A087ZYM8,212.0
K7JEN4,no,A0A088A0F4,465.0
K7JEN5,no,A0A087ZYR4,269.5
K7JEN6,no,A0A087ZXL9,648.0
K7JEN7,no,A0A087ZXD7,926.5
K7JEP2,no,A0A088AUX8,302.0
K7JEP5,no,A0A088AUY5,1330.5
K7JEP6,no,A0A088AEY5,203.0
K7JEP9,no,A0A087ZQS6,122.0
K7JEQ1,no,A0A088AHQ2,769.0
K7JEQ2,no,A0A088A2G8,52.75
K7JEQ4,no,A0A087ZZ59,76.80000000000001
K7JEQ5,no,A0A087ZZ62,374.0
K7JEQ6,no,A0A087ZYM9,473.5
K7JER0,no,A0A088AQP2,183.5
K7JER3,no,A0A087ZP65,693.5
K7JER5,no,A0A087ZVW4,210.5
K7JER6,no,A0A088AJT5,156.5
K7JER7,no,A0A088A8D1,629.0
K7JER8,no,A0A088A8D2,265.0
K7JES0,no,A0A088A8E0,223.0
K7JES2,no,A0A088AJ96,45.8
K7JEX4,no,A0A088ALJ1,215.5
K7JEX6,no,A0A088ASI8,632.5
K7JEX8,no,A0A088AVM3,1317.5
K7JEX9,no,A0A088AUW6,547.5
K7JEY1,no,A0A087ZY54,213.5
K7JEY2,no,A0A087ZW79,413.5
K7JEY5,no,A0A088AFI0,808.5
K7JEZ0,no,A0A088A1J7,195.5
K7JEZ1,no,A0A088ACK3,774.5
K7JEZ4,no,A0A087ZS26,200.5
K7JEZ5,no,A0A087ZSF3,408.0
K7JEZ8,no,A0A087ZMW1,154.5
K7JF00,no,A0A088AEL1,1433.5
K7JF01,no,A0A088AEL2,640.0
K7JF03,no,A0A087ZPN2,162.0
K7JF04,no,A0A088AHX1,101.5
K7JF05,no,A0A088AHX3,173.5
K7JF06,no,A0A088AHX4,71.05000000000001
K7JF07,no,A0A087ZT20,284.5
K7JF09,no,A0A088A0S7,292.5
K7JF11,no,A0A088A3G7,626.0
K7JF14,no,A0A087ZPC2,1294.5
K7JF16,no,A0A088AMB3,159.0
K7JF18,no,A0A088AMB7,120.5
K7JF22,no,A0A087ZR38,400.0
K7JF23,no,A0A088A4Q7,1033.5
K7JF24,no,A0A088AUV7,836.0
K7JF30,no,A0A087ZSP4,760.5
K7JF31,no,A0A088AP85,547.0
K7JF34,no,A0A087ZSL4,201.0
K7JF39,no,A0A088AVQ9,389.0
K7JF41,no,A0A088A1T0,36.2
K7JF42,no,A0A088A1U6,290.0
K7JF43,no,A0A088A1T1,88.2
K7JF44,no,A0A088ASR9,137.5
K7JF46,no,A0A088ASS1,77.8
K7JF47,no,A0A088ASS2,505.0
K7JF48,no,A0A088A192,46.0
K7JF49,no,P85799,200.5
K7JF50,no,A0A088ALJ4,205.5
K7JF51,no,A0A088ALJ6,181.0
K7JF53,no,A0A088ALH8,488.5
K7JF79,no,A0A087ZWR3,194.0
K7JF80,no,A0A087ZTL4,639.0
K7JF81,no,A0A088AGY2,539.0
K7JF82,no,A0A088AM12,200.0
K7JF83,no,A0A088AKL8,1061.5
K7JF84,no,A0A087ZSD0,343.0
K7JF90,no,A0A088AUY6,530.0
K7JF91,no,A0A088ABJ9,72.05
K7JF92,no,A0A088A724,190.0
K7JF93,no,A0A088AE92,429.0
K7JF94,no,A0A087ZR47,502.0
K7JF95,no,A0A088A8S5,134.0
K7JF96,no,A0A088AMC2,193.5
K7JFB2,no,A0A087ZUI8,275.0
K7JFB6,no,A0A088A7P4,535.0
K7JFC2,no,A0A088ALP7,152.0
K7JFC3,no,A0A087ZTV4,247.5
K7JFC5,no,A0A088AE75,88.4
K7JFC8,no,A0A088AE78,87.25
K7JFD0,no,A0A088AV57,125.5
K7JFD1,no,A0A088AV58,195.5
K7JFD7,no,A0A088AV43,109.5
K7JFD8,no,A0A088AUR8,363.5
K7JFD9,no,A0A088AVY9,240.5
K7JFF6,no,A0A087ZZ53,243.0
K7JFQ1,no,A0A087ZZW8,84.7
K7JFS3,no,A0A087ZTJ8,233.5
K7JFW6,no,A0A088AQX7,287.0
K7JFY8,no,A0A087ZUR1,161.0
K7JFY9,no,A0A087ZUS1,123.0
K7JFZ0,no,A0A087ZUS5,389.0
K7JFZ1,no,A0A087ZVK9,105.5
K7JFZ4,no,A0A087ZVM2,199.5
K7JFZ5,no,A0A087ZVM3,371.0
K7JFZ6,no,A0A087ZVM4,170.0
K7JFZ7,no,A0A087ZVM5,171.0
K7JFZ9,no,A0A087ZVM8,192.0
K7JG00,no,A0A087ZPL7,170.0
K7JG02,no,A0A087ZPF6,1578.5
K7JG66,no,A0A087ZY65,75.5
K7JG67,no,A0A087ZSW1,180.0
K7JG68,no,A0A088A8X5,972.5
K7JG69,no,A0A088A3M2,264.0
K7JG73,no,A0A088A8Q8,166.5
K7JG74,no,A0A088A9S0,53.349999999999994
K7JG75,no,A0A087ZTP0,673.0
K7JG76,no,A0A087ZTI6,353.0
K7JG77,no,A0A088A9T1,204.5
K7JG85,no,A0A088A5C8,273.5
K7JG87,no,A0A088AIA9,496.5
K7JG91,no,A0A087ZYC1,113.0
K7JG92,no,A0A087ZY62,324.0
K7JGC2,no,A0A087ZQM1,354.5
K7JGC3,no,A0A087ZQM2,380.0
K7JGC5,no,A0A088AI26,135.5
K7JGC7,no,A0A088AI31,114.5
K7JGD2,no,A0A088AI41,157.0
K7JGD3,no,A0A088AJ90,724.0
K7JGD4,no,A0A087ZY11,97.95
K7JGE1,no,A0A088AJ73,110.5
K7JGE2,no,A0A088AJ74,244.5
K7JGE6,no,A0A087ZPY9,74.7
K7JGF0,no,A0A087ZYV6,125.0
K7JGF2,no,A0A087ZU59,98.2
K7JGG0,no,A0A087ZQJ4,278.0
K7JGG2,no,A0A087ZQK3,162.0
K7JGG7,no,A0A087ZPZ4,162.0
K7JGK9,no,A0A087ZU08,435.5
K7JGM8,no,A0A088A5L0,217.0
K7JGN1,no,A0A088A5L3,480.0
K7JGN3,no,A0A087ZZI6,221.5
K7JGP0,no,A0A088AVY3,192.0
K7JGP9,no,A0A088AIT2,307.0
K7JGQ0,no,A0A088A4Q9,329.5
K7JGQ9,no,A0A088AUP2,138.0
K7JGR0,no,A0A088AUP9,115.0
K7JGR5,no,A0A088AHE6,99.7
K7JGR6,no,A0A088AKZ8,321.0
K7JGS1,no,A0A088A924,194.0
K7JGS4,no,A0A088A9T4,58.7
K7JGT0,no,A0A088A9U9,396.0
K7JGT4,no,A0A088AV10,141.0
K7JGT5,no,A0A088AV13,985.5
K7JGT6,no,A0A088A5M0,115.0
K7JGT8,no,A0A088ALP3,95.85
K7JGT9,no,A0A088AGX3,53.7
K7JGU0,no,A0A088AGX4,123.0
K7JGU2,no,A0A088A7W5,170.0
K7JGU4,no,A0A088A0J7,168.0
K7JGV1,no,A0A087ZZE2,109.0
K7JGV8,no,A0A087ZYG2,387.5
K7JGZ4,no,A0A087ZQF3,464.0
K7JGZ9,no,A0A088AG54,1277.0
K7JH00,no,A0A088AFY7,75.9
K7JH02,no,A0A088A8U3,806.5
K7JH03,no,P85798,115.5
K7JH04,no,A0A087ZWG0,77.6
K7JH05,no,A0A088AA03,79.5
K7JH06,no,A0A088A7I3,263.0
K7JH07,no,A0A088A426,596.0
K7JH08,no,A0A087ZWI5,72.8
K7JH10,no,A0A088AA52,767.0
K7JH11,no,A0A088AA53,421.5
K7JH15,no,A0A088A1Z0,164.0
K7JH16,no,A0A088A356,182.0
K7JH17,no,A0A088ADQ9,88.6
K7JH19,no,A0A088AG84,696.0
K7JH20,no,A0A088ANF6,461.5
K7JH26,no,A0A088A8X4,103.15
K7JH29,no,A0A088A5J2,54.5
K7JH30,no,A0A087ZQF7,132.5
K7JH31,no,A0A087ZQF5,637.5
K7JH32,no,A0A087ZQG0,165.0
K7JH43,no,A0A088AJS6,271.0
K7JH50,no,A0A088A701,1406.0
K7JH70,no,A0A088AAT9,374.0
K7JHB4,no,A0A088AES1,495.5
K7JHB7,no,A0A087ZWN3,199.0
K7JHB9,no,A0A087ZZC9,1019.5
K7JHC0,no,A0A087ZT27,492.5
K7JHC1,no,A0A087ZXF1,310.0
K7JHC2,no,A0A088AM75,153.0
K7JHC3,no,A0A088AA49,1267.0
K7JHC5,no,A0A088AH47,978.0
K7JHC7,no,A0A088AU43,85.7
K7JHC9,no,A0A087ZXJ1,467.0
K7JHD0,no,A0A087ZXJ8,1265.5
K7JHD1,no,A0A088A6D5,223.0
K7JHD6,no,A0A087ZT39,232.5
K7JHD7,no,A0A088AM60,213.0
K7JHD8,no,A0A088ARR4,423.5
K7JHD9,no,A0A087ZRR7,231.0
K7JHE1,no,A0A087ZR39,564.5
K7JHE4,no,A0A088A4D9,99.9
K7JHE7,no,A0A087ZNU9,187.5
K7JHE8,no,A0A087ZTZ0,367.0
K7JHE9,no,A0A087ZTZ1,372.0
K7JHF0,no,A0A087ZTZ2,255.0
K7JHF1,no,A0A087ZTZ3,332.5
K7JHF4,no,A0A088AUB4,780.0
K7JHF7,no,A0A088AS54,536.0
K7JHF8,no,A0A087ZX57,175.0
K7JHG4,no,A0A087ZUW3,148.0
K7JHG5,no,A0A087ZUW5,106.5
K7JHG6,no,A0A087ZUW7,145.5
K7JHG7,no,A0A087ZUW8,138.5
K7JHG8,no,A0A087ZUX0,119.5
K7JHH0,no,A0A087ZQV9,64.3
K7JHH1,no,A0A087ZV16,227.0
K7JHH3,no,A0A088ADF2,430.0
K7JHI4,no,A0A088ARE1,83.2
K7JHI5,no,A0A088AHX6,615.5
K7JHI9,no,A0A088AK96,298.0
K7JHJ0,no,A0A088AD17,116.0
K7JHJ3,no,A0A088AAA7,695.0
K7JHK0,no,A0A087ZUV2,30.4
K7JHK1,no,A0A088AQE1,87.4
K7JHK2,no,A0A088A140,138.0
K7JHK7,no,A0A088APR2,217.5
K7JHK8,no,A0A088A4Q3,420.0
K7JHL5,no,A0A088AP66,231.0
K7JHL6,no,A0A088A7L3,176.0
K7JHL8,no,A0A087ZP10,121.5
K7JHM1,no,A0A088A4Z8,200.0
K7JHM2,no,A0A088AAL5,375.0
K7JHM3,no,A0A087ZZM7,1096.5
K7JHM4,no,A0A088A518,112.0
K7JHM5,no,A0A088A519,216.5
K7JHM6,no,A0A088A4Z5,112.0
K7JHM7,no,A0A087ZVD0,521.5
K7JHN0,no,A0A087ZVG9,187.5
K7JHN2,no,A0A088ABU1,34.3
K7JHN3,no,A0A088AM38,338.0
K7JHN4,no,A0A087ZNG5,252.5
K7JHN6,no,A0A088AUB1,440.0
K7JHP1,no,A0A088AU74,291.5
K7JHP2,no,A0A087ZNW1,1948.0
K7JHP3,no,A0A087ZSW2,546.0
K7JHP5,no,A0A087ZU20,150.5
K7JHP6,no,A0A087ZU22,156.0
K7JHQ0,no,A0A087ZSP1,154.0
K7JHQ3,no,A0A088A4A5,582.5
K7JHQ6,no,A0A087ZZJ7,133.0
K7JHR0,no,A0A087ZXG6,226.0
K7JHR2,no,A0A087ZXG9,172.0
K7JHR3,no,A0A087ZXH1,153.0
K7JHR5,no,A0A088A3L3,837.0
K7JHS0,no,A0A087ZX59,1682.0
K7JHS1,no,A0A087ZXF2,793.0
K7JHS2,no,A0A088A7X1,391.5
K7JHS4,no,A0A088A8M9,160.0
K7JHS5,no,A0A087ZSC8,994.0
K7JHS6,no,A0A087ZZY5,52.55
K7JHS7,no,A0A087ZZY8,80.3
K7JHS8,no,A0A087ZZY9,137.5
K7JHS9,no,A0A087ZW94,103.0
K7JHT0,no,A0A088AKE3,159.0
K7JHT3,no,A0A088ANK7,90.5
K7JHT4,no,A0A087ZZZ2,107.8
K7JHY2,no,A0A088ARP4,399.0
K7JHY3,no,A0A088ARP7,860.0
K7JHZ7,no,A0A087ZZX0,719.0
K7JHZ8,no,A0A088A0H4,36.400000000000006
K7JI23,no,A0A088AKB4,379.5
K7JI25,no,A0A088AKB5,2275.5
K7JI27,no,A0A088A0L9,250.5
K7JI29,no,A0A088AJ09,1220.0
K7JI33,no,A0A088AKE9,137.5
K7JI75,no,A0A087ZZ55,964.0
K7JI79,no,A0A088A0G1,469.5
K7JI80,no,A0A087ZNY7,220.5
K7JI81,no,A0A088A0G0,130.0
K7JI82,no,A0A088A3A0,52.0
K7JI83,no,A0A088AA97,348.0
K7JI87,no,A0A088AIF8,56.8
K7JI90,no,A0A088A2Y9,75.3
K7JI91,no,A0A088A2Z1,371.0
K7JIF2,no,A0A088ASZ2,219.5
K7JIF5,no,A0A088A862,315.0
K7JIF6,no,A0A087ZRK1,250.0
K7JIF9,no,A0A088A458,57.4
K7JIG6,no,A0A087ZPX6,120.0
K7JIH1,no,A0A087ZYE3,73.2
K7JIH3,no,A0A088AAV7,280.0
K7JIH7,no,A0A088AUH1,149.5
K7JIH8,no,A0A088AB12,228.0
K7JIH9,no,A0A088AB13,409.0
K7JII0,no,A0A087ZWH6,337.0
K7JII1,no,A0A088AMM5,767.0
K7JII4,no,A0A088AFX7,371.0
K7JII6,no,A0A088AFY3,609.0
K7JII9,no,A0A087ZPT9,69.9
K7JIJ0,no,A0A088A869,278.0
K7JIJ2,no,A0A087ZWH5,970.5
K7JIJ3,no,A0A087ZT29,424.5
K7JIJ4,no,A0A088ANL5,767.0
K7JIJ5,no,A0A088A420,164.5
K7JIJ6,no,A0A088ASH3,63.15
K7JIK1,no,P85797,106.5
K7JIK2,no,A0A088AIL0,280.0
K7JIK3,no,A0A088A9F0,55.05
K7JIK4,no,A0A088AFT8,351.5
K7JIK5,no,A0A088A1X1,838.0
K7JIK6,no,A0A088AT62,2033.0
K7JIK7,no,A0A088AL00,235.0
K7JIK9,no,A0A088AFS2,136.5
K7JIL0,no,A0A087ZQV1,219.0
K7JIL2,no,A0A088A5X0,365.5
K7JIL5,no,A0A087ZPI5,195.5
K7JIM0,no,A0A087ZQP9,664.5
K7JIM2,no,A0A087ZX12,172.5
K7JIM4,no,A0A087ZU57,666.0
K7JIM5,no,A0A088AS38,120.0
K7JIM9,no,A0A087ZQP8,218.0
K7JIP7,no,A0A088AS30,303.0
K7JIR5,no,A0A088AKQ2,628.0
K7JIV4,no,A0A087ZQC5,68.2
K7JIV7,no,A0A088AB16,104.5
K7JJ44,no,A0A088A1G8,179.5
K7JJ80,no,A0A087ZYR5,121.0
K7JJB0,no,A0A088AFD2,352.0
K7JJB3,no,A0A088ALR4,487.5
K7JJB4,no,A0A088AHI8,200.5
K7JJB8,no,A0A088AQ62,36.2
K7JJC1,no,A0A088ABY4,380.5
K7JJC3,no,A0A088ASM7,137.0
K7JJC6,no,A0A088ASM8,158.0
K7JJD6,no,A0A088A4J8,403.5
K7JJE2,no,A0A088APA6,102.0
K7JJF4,no,A0A088APD2,114.5
K7JJF8,no,A0A088AF59,305.0
K7JJF9,no,A0A088AP63,390.0
K7JJG8,no,A0A088A7K6,344.0
K7JJH2,no,A0A088A6X7,206.0
K7JJH5,no,A0A088A100,62.0
K7JJH6,no,A0A088A102,128.5
K7JJH8,no,A0A088A106,32.35
K7JJH9,no,A0A088A107,244.0
K7JJI2,no,A0A087ZQT5,59.9
K7JJI4,no,A0A087ZNG0,375.0
K7JJI5,no,A0A088AM95,648.5
K7JJI6,no,A0A088AMF2,143.5
K7JJI8,no,A0A088AME0,49.5
K7JJI9,no,A0A088AM93,171.5
K7JJJ1,no,A0A088AME4,351.0
K7JJJ2,no,A0A088AME5,343.0
K7JJJ3,no,A0A088AM96,69.3
K7JJJ7,no,A0A087ZNG7,174.5
K7JJK2,no,A0A087ZPC8,194.5
K7JJK3,no,A0A088AGT1,88.2
K7JJK5,no,A0A088ATG9,250.5
K7JJK6,no,A0A088A205,428.5
K7JJL2,no,A0A088AGB7,242.5
K7JJL3,no,A0A088A6W3,598.5
K7JJL4,no,A0A088A6W4,268.5
K7JJL9,no,A0A088AP75,167.0
K7JJM1,no,A0A088AVF3,233.0
K7JJM2,no,A0A088ARD9,186.0
K7JJM3,no,A0A088AP01,116.0
K7JJN4,no,A0A088AF22,466.5
K7JJN5,no,A0A088AF23,95.1
K7JJN9,no,A0A088AP90,180.0
K7JJP2,no,A0A087ZYC3,240.0
K7JJP4,no,A0A088AEB2,119.5
K7JJP6,no,A0A088AQ75,295.5
K7JJQ2,no,A0A087ZV13,81.3
K7JJQ6,no,A0A088ATH0,254.0
K7JJQ8,no,A0A088AF34,392.0
K7JJY9,no,A0A088A4N7,677.0
K7JJZ0,no,A0A088A4N8,186.5
K7JJZ1,no,A0A088AJA3,723.5
K7JJZ3,no,A0A088APF4,215.0
K7JJZ4,no,A0A088A5M5,464.5
K7JJZ5,no,A0A088AIT9,166.5
K7JJZ7,no,A0A088AJ55,330.5
K7JJZ8,no,A0A088AJ60,138.0
K7JJZ9,no,A0A088AUE0,258.5
K7JK00,no,A0A088AUE1,208.5
K7JK01,no,A0A088AJA4,361.0
K7JK04,no,A0A087ZMT6,778.0
K7JK07,no,A0A088A5M1,293.0
K7JK08,no,A0A088AU31,126.5
K7JK09,no,A0A088AV40,537.0
K7JK10,no,A0A088AJ48,256.0
K7JK48,no,A0A088AQG4,53.9
K7JK91,no,A0A087ZQT7,232.0
K7JKC8,no,A0A088AR92,256.0
K7JKC9,no,A0A088AJG0,234.1
K7JKD0,no,A0A088AFF1,206.0
K7JKD5,no,A0A087ZQY5,215.5
K7JKD7,no,A0A088AR53,106.0
K7JKG6,no,A0A088A5U2,503.0
K7JKG8,no,A0A088AM10,195.0
K7JKH0,no,A0A088A2C0,92.25
K7JKH6,no,A0A088AB55,365.0
K7JKH8,no,A0A088A3C1,1694.0
K7JKJ6,no,A0A088A2H4,57.4
K7JKJ7,no,A0A088A7Y8,498.0
K7JKK1,no,A0A087ZY96,843.0
K7JKM6,no,A0A088AH37,470.5
K7JKM7,no,A0A088AR61,230.0
K7JKM8,no,A0A087ZUG3,452.5
K7JKM9,no,A0A088AR81,275.0
K7JKN2,no,A0A088AMI9,186.0
K7JKN3,no,A0A088AJX9,671.5
K7JKN4,no,A0A088AJR4,146.0
K7JKN6,no,A0A087ZRH3,224.5
K7JKN7,no,A0A087ZRJ3,176.0
K7JKN9,no,A0A087ZXE6,445.0
K7JKP4,no,A0A088AE96,615.0
K7JKP6,no,A0A088AUF4,410.0
K7JKQ0,no,A0A087ZTP4,99.8
K7JKQ9,no,A0A088AFJ9,221.0
K7JKR6,no,A0A088A9R6,336.5
K7JKR7,no,A0A088A558,916.0
K7JKS1,no,A0A088A3D5,578.0
K7JKS9,no,A0A088AT59,289.0
K7JKT2,no,A0A087ZTT8,1605.0
K7JKT6,no,A0A088AMI3,565.0
K7JKT7,no,A0A088AMI4,146.0
K7JKT8,no,A0A087ZNC0,159.5
K7JKU2,no,A0A088AM70,56.2
K7JKU3,no,A0A088AM72,615.0
K7JKU4,no,A0A088AM73,215.0
K7JKU5,no,A0A088AEH8,119.0
K7JKU6,no,A0A087ZQY1,419.0
K7JKU8,no,A0A088AUG5,648.0
K7JKW1,no,A0A088AET8,164.0
K7JKW5,no,A0A087ZNY2,145.0
K7JKW7,no,A0A087ZQS5,278.0
K7JKX3,no,A0A088AVA0,249.5
K7JKY9,no,A0A087ZRJ4,134.0
K7JKZ3,no,A0A088AR10,53.9
K7JKZ5,no,A0A088AFJ8,434.0
K7JKZ6,no,A0A088ASM2,176.5
K7JKZ8,no,A0A088ASM3,68.6
K7JL01,no,A0A088A5W6,158.5
K7JL03,no,A0A088AR57,37.55
K7JL11,no,A0A087ZWG5,410.5
K7JL13,no,A0A087ZWE2,49.25
K7JL17,no,A0A088ANX6,178.5
K7JL18,no,A0A087ZP29,363.0
K7JL19,no,A0A087ZZR6,80.3
K7JL22,no,A0A088AIN3,301.5
K7JL23,no,A0A088AI62,45.8
K7JL28,no,A0A088AB80,48.75
K7JL29,no,A0A088AVX3,404.5
K7JL32,no,A0A088A796,406.0
K7JL33,no,A0A087ZWF2,258.5
K7JL34,no,A0A087ZWF3,270.0
K7JL35,no,A0A087ZYE4,62.2
K7JL36,no,A0A087ZN51,149.5
K7JL75,no,A0A088A9K4,147.0
K7JL76,no,A0A088AVC2,53.9
K7JL77,no,A0A088AN16,302.0
K7JL78,no,A0A088AIJ9,179.5
K7JL83,no,A0A088AN35,144.0
K7JL85,no,A0A088ADY1,117.5
K7JL88,no,A0A088APM7,137.5
K7JL90,no,A0A088AB97,1128.0
K7JL91,no,A0A088AFP4,1587.5
K7JL96,no,A0A088A8E9,136.0
K7JL97,no,A0A088AHL1,173.0
K7JLA1,no,A0A088AN08,295.0
K7JLA5,no,A0A087ZT25,639.5
K7JLJ1,no,A0A088AD96,664.5
K7JLJ3,no,A0A088A6G1,235.0
K7JLJ7,no,A0A088AL03,100.9
K7JLJ8,no,A0A088AL07,705.0
K7JLK1,no,A0A087ZT36,297.0
K7JLK3,no,A0A087ZP37,828.5
K7JLK9,no,A0A088A3U4,255.0
K7JLL0,no,A0A088AT86,1115.0
K7JLL3,no,A0A088ANR6,167.0
K7JLL4,no,A0A088A6E7,219.0
K7JLL7,no,A0A087ZSF8,821.0
K7JLL9,no,A0A087ZS91,427.5
K7JLM0,no,A0A087ZNG4,300.0
K7JLM2,no,A0A088AQ22,1098.5
K7JLM4,no,A0A088AQ27,92.8
K7JLM5,no,A0A088AQ28,248.5
K7JLM6,no,A0A088APS9,190.0
K7JLM7,no,A0A088APT3,38.5
K7JLM9,no,A0A087ZS82,77.8
K7JLN3,no,A0A088ANI9,147.0
K7JLN7,no,A0A088A197,641.0
K7JLN9,no,A0A088A3W9,1470.5
K7JLP3,no,A0A088A9H2,149.0
K7JLP5,no,A0A087ZNT3,475.5
K7JLP6,no,A0A087ZT33,514.0
K7JLP8,no,A0A088ABW6,237.0
K7JLQ2,no,A0A088ADA4,231.0
K7JLQ3,no,A0A087ZS46,424.5
K7JLR4,no,A0A087ZS56,121.5
K7JLR6,no,A0A088AV48,86.65
K7JLR7,no,A0A088AV49,121.0
K7JLR8,no,A0A088AUR7,111.0
K7JLR9,no,A0A088AV50,50.45
K7JLS0,no,A0A088AV51,240.0
K7JLS1,no,A0A088AV53,31.400000000000002
K7JLS2,no,A0A088AV54,170.5
K7JLT0,no,A0A088AUL3,284.0
K7JLT3,no,A0A087ZUL0,184.5
K7JLT4,no,A0A088AC00,179.0
K7JLT7,no,A0A087ZSC6,97.4
K7JLT8,no,A0A088AJ67,165.0
K7JLV2,no,A0A088ART7,616.0
K7JLV3,no,A0A088A778,66.8
K7JLV5,no,A0A087ZUI1,146.0
K7JLY3,no,A0A088ARK1,970.0
K7JLZ3,no,A0A088AA50,172.5
K7JM38,no,A0A088A344,190.5
K7JM91,no,A0A088A069,216.5
K7JMB9,no,A0A088A0X6,50.1
K7JMC1,no,A0A088A0X7,573.0
K7JMD0,no,A0A088AJX3,164.0
K7JMD2,no,A0A087ZQX4,179.0
K7JME1,no,A0A088A609,164.5
K7JME2,no,A0A088AUG3,614.5
K7JME4,no,A0A088ADD9,109.0
K7JME5,no,A0A088AFN5,1545.5
K7JMH8,no,A0A088AW66,75.5
K7JMI6,no,A0A087ZW74,578.0
K7JMI8,no,A0A088AAM2,35.4
K7JMQ9,no,A0A087ZSV1,146.0
K7JN46,no,A0A088AKJ5,330.0
K7JN63,no,A0A088AJF8,287.0
K7JN65,no,A0A088A0D6,403.0
K7JN67,no,A0A087ZZT8,382.0
K7JN68,no,A0A087ZZU0,44.650000000000006
K7JN69,no,A0A087ZZU2,99.9
K7JN71,no,A0A088A6C7,474.5
K7JNC3,no,A0A087ZWJ6,175.0
K7JND5,no,A0A088A658,73.75
K7JND6,no,A0A088AAC8,82.8
K7JND8,no,A0A088AB70,1502.0
K7JND9,no,A0A088AKL3,148.0
K7JNE0,no,A0A088AKL4,319.5
K7JNE1,no,A0A088AAH8,85.69999999999999
K7JNE3,no,A0A087ZWP2,50.8
K7JNE5,no,A0A088A1E7,348.5
K7JNE6,no,A0A088A1F0,76.3
K7JNE8,no,A0A088ADK0,118.0
K7JNF1,no,A0A087ZZ46,69.69999999999999
K7JNF2,no,A0A087ZZ48,242.5
K7JNF3,no,A0A088AB39,849.5
K7JNF4,no,A0A088AB40,85.1
K7JNF6,no,A0A088A074,355.0
K7JNF7,no,A0A088A5V6,725.5
K7JNF8,no,A0A088A5V8,739.5
K7JNF9,no,A0A087ZTD3,359.5
K7JNG0,no,J7EQB6,518.0
K7JNG2,no,A0A087ZTC3,221.0
K7JNG4,no,A0A087ZZQ2,150.5
K7JNG5,no,A0A088AB88,352.0
K7JNG6,no,A0A088AB91,155.0
K7JNG7,no,A0A088AB32,419.0
K7JNH2,no,A0A088A612,283.0
K7JNH3,no,A0A088AJ31,298.0
K7JNH5,no,A0A088AB84,433.0
K7JNH7,no,A0A088ANB5,126.7
K7JNH9,no,A0A087ZYT4,1014.5
K7JNI0,no,A0A087ZYT9,404.0
K7JNI1,no,A0A087ZV08,855.0
K7JNI2,no,A0A088ARI2,479.5
K7JNI5,no,A0A088A1M1,380.5
K7JNI6,no,A0A088AR31,125.5
K7JNI7,no,A0A088A1E2,316.5
K7JNI9,no,A0A088AAN8,262.0
K7JNJ0,no,A0A088AS92,148.0
K7JNJ1,no,A0A088A6F2,548.5
K7JNJ2,no,A0A088AIY7,562.5
K7JNJ4,no,A0A087ZUY1,41.2
K7JNJ6,no,A0A087ZXB1,238.0
K7JNJ9,no,A0A088A021,149.5
K7JNK0,no,A0A088AJE7,77.8
K7JNK3,no,A0A087ZZS8,660.0
K7JNK4,no,A0A088A5Z4,197.0
K7JNK5,no,A0A088A0A3,193.0
K7JNK6,no,A0A088AP59,348.5
K7JNM8,no,A0A088AAU3,386.5
K7JNN1,no,A0A088AD54,215.5
K7JNP0,no,A0A088AKZ7,124.0
K7JNP1,no,A0A087ZT47,173.5
K7JNP4,no,A0A087ZUX5,820.0
K7JNP8,no,A0A088AMM1,811.5
K7JNT7,no,A0A087ZVI7,582.0
K7JNU1,no,A0A087ZRU3,85.9
K7JNU2,no,A0A087ZRU4,426.0
K7JNU8,no,A0A087ZRJ9,979.5
K7JNV3,no,A0A088AEP9,77.8
K7JNW2,no,A0A088AGX6,83.55
K7JNW3,no,A0A088AH72,165.5
K7JNW4,no,A0A088AUY8,232.5
K7JNW5,no,A0A088A7Z8,290.0
K7JNW7,no,A0A087ZZK2,322.0
